user_name,rating_stars,review_text,date_published,season
/user/id/978705657,4.0,"Although I wouldn't say season one of Better Call Saul hooks you to the degree of its predecessor, Breaking Bad, the series still starts things off right with an intriguingly complex central character and a great supporting cast. The writing and directing is top notch and the performances are impressive, especially from Bob Odenkirk and Jonathan Banks. Better Call Saul: Season One successfully introduces us into its compelling world and promisingly sets the series up for great things to come.","Jul 28, 2020",1
/user/id/977694002,4.5,"The first season of the Breaking Bad spin-off, Better Call Saul is a suprisingly funny, dark mix of a comedy and a drama, that has a totally different tone from Breaking Bad. Bob Odenkirk is always a pleasure to see in his role of a lifetime, and everyone else is really great too. This first season manages to stay rather slow paced, but still very much entertaining. It ends with a nostalgic and sad tone, and it flows perfectly into the second season. If this keeps up, I might like Better Call Saul more than Breaking Bad itself.","Jul 28, 2020",1
/user/id/978260209,5.0,"""EL ABOGADO DE HEISENBERG REGRESA""
Que tremendo talento y sensatez tiene el director Vince Gilligan de traer de vuelta el mundo de Breaking Bad pero ahora de la mano de uno de los personajes mas emblemáticos de la misma serie y dándole un trasfondo super interesante y agregando personajes no solo bien construidos, si no, que su actuación es de pertenencia en un instante es como si hubieran estado interpretando a sus personajes por años y Chuck se perfila para ser de los personajes mas queridos y emblemáticos de la serie, que gran satisfacción volver.","Jul 27, 2020",1
/user/id/972485261,5.0,"I was pleasantly surprised by how good this was. I only really put it on out of boredom while browsing Netflix. I had seen Breaking Bad and it was engaging though I thought  a bit overrated. I expected a story about Saul to be going for a very comedic angle, and though there are many laughs it has WAY more depth than expected. Very well-written, great characters and some phenomenal acting.","Jul 20, 2020",1
/user/id/906552827,5.0,"I'd dare say the spin off is better than the original series 😂 it's much less gloomy than breaking bad and you can watch it with much less dread of the looming gloom that breaking bad fortold in each episode.. moreover, you somehow identify with Saul's struggles to make something of his life . .. this one stands out on it's own as one of the best series out there...","Jul 15, 2020",1
/user/id/978773340,4.5,Exciting to see this spin off work so well.,"Jul 01, 2020",1
/user/id/974995083,3.5,It's good. ‏‏‎ ‎‏‏‎ ‎,"Jun 04, 2020",1
/user/id/978735238,5.0,"After I finished Breaking Bad, I found myself rewatching episodes that had ""the lawyer"" in them. Hilarious character. So, finding out this whole ""prequel"" existed ... was exhilarating. The Cinnabon scenes are ..... so tragic & so hilarious at the same time. Jimmy is an incredibly likable but awful protagonist. My moral foundations are shaken in the best way possible.","May 27, 2020",1
/user/id/865582392,3.5,"being prequel of breaking bad. it has good some decent start nd carries bit slow . but jimmy maintains the balance of series very well. happy to C some folks frm #Breakingbad . gud series
showing post breaking bad and prequel maintaining the attire has come out good  #gilligan_style. stryline sticks with jimmy aka saulgoodman . we get to see law firm , brothers, love , fun , scam & slippin jimmy !","May 09, 2020",1
/user/id/978691216,4.0,"É um ótimo spin-off, vale a pena assistir.","May 06, 2020",1
/user/id/977903173,5.0,"A prequel finds its ground harder, because it is overshadowed by the original, but Better Call Saul manages to step up it's game very well and being Breaking bad's prequel makes this even better. The real reason for this to be possible it's because of no other that Vince Gilligan, in my opinion the best director out there. Simply one of the best shows on tv, alongside Breaking bad, obviously..","Apr 21, 2020",1
/user/id/978148537,5.0,"Very often a spin-off of a show that was wildly successful and popular is doomed to be inferior and less appealing. Better Call Saul avoids this trap with a solid narrative, well-realized characters and impeccable writing. Vince Gilligan and Peter Gould lead the way in crafting an extension of the Breaking Bad universe. Their writing prowess has clearly taken a giant step forward as the story takes it's time building the characters and immersing the viewer in an engrossing and realistic world. However, it is not dependent on what came before it. Some overlap exists of course, but the world here has a unique feel that differs from Breaking Bad. Bob Odenkirk leads the way with a performance that is on the level of Cranston as White. His emotional journey in this premiere season ranges from tragic to triumphant, and you're never left wondering how this truly captivating character feels. Jonathan Banks as Mike also shines. His standalone episode was perhaps the best of the ten, and his story gripped me in a way that I never could have anticipated. Rhea Seehorn and Michael McKean are also excellent as Kim and Chuck, respectively. Really, there are no weak links at all, which is one of the very few issues I had with Breaking Bad. Each character here has it's place. The direction and camerawork are as good as one might expect, leaving little to no room for criticism in that aspect. By the end, I wanted to immediately start season two. Rarely does a show reach heights such as this one, especially when the predecessor that spawned it is widely regarded as on of the greatest TV shows in history. Better Call Saul may be up there as well.","Apr 15, 2020",1
/user/id/978663882,4.5,"This was a really good start to a prequel and spin-off it's not as crazy and suspenseful as breaking bad but I think this show is just as good as Breaking bad, it's slow at first but you like really get into it after the first few episodes.","Apr 10, 2020",1
/user/id/978658087,5.0,The most addictive television!,"Mar 28, 2020",1
/user/id/978089086,3.0,"Honestly I couldn't even finish season one. Maybe it was because I was burned out from watching Breaking Bad but this show just didn't click with me. The story went really slow for me and I think I got to episode 7 before getting bored since I didn't feel any suspense. I really liked Saul in Breaking Bad but for me I couldn't see him as a main character.
I'll try re-watching it later and see how it goes because I feel I am just burned out from Breaking Bad","Mar 16, 2020",1
/user/id/978490682,2.0,"The writing and cast keeps this afloat, but otherwise there just isn't a story here","Mar 12, 2020",1
/user/id/977216656,4.0,"Excellent. Never thought spinoff to ""Breaking Bad"" would work. Happily I'm wrong.","Feb 27, 2020",1
/user/id/973853532,3.5,The prequel of Breaking Bad is a good show even if is quite different,"Jan 30, 2020",1
/user/id/977817681,4.0,An amazing beginning!,"Jan 11, 2020",1
/user/id/977251010,4.5,"Exact Rating: 8.6/10

Almost everything about the premiere season of Better Call Saul works seamlessly. The ending just feels a little too anticlimactic for it to be truly satisfying or jarring. There just isn't enough at the end to keep you completely hopeful or excited about what will come in the next season. Other than that, though, it's great!","Dec 26, 2019",1
/user/id/978437482,3.0,Little slow as compare to Breaking Bad!,"Dec 18, 2019",1
/user/id/913750549,5.0,"Most law shows are highly unrealistic and have a pretty standard 'formula' for how to succeed - 1 or 2 leading lawyers with a story arch every episode that comes to a relatively happy ending - however, this law show is not about law, but about the dynamic relationships in the American neo-west and how people change. Together with the cinematography, editing, writing and brilliant acting, Vince Gilligan has done it again.","Dec 14, 2019",1
/user/id/911298037,5.0,"An amazing prequel, spinoff series that is just as good if not better than Breaking Bad.","Oct 11, 2019",1
/user/id/978134070,4.5,"Better Call Saul drags quite a bit throughout its first 6 or so episodes, but quickly more than makes up for it with some of the best final 4 episodes in the history of television.","Oct 04, 2019",1
/user/id/978143319,3.5,"Interesting characters (mainly Saul and Mike) and dynamics. The show's inventive editing, directing and camerawork make it immediately clear that the creators of Breaking Bad worked on this as well. Though just as competently made as its predecessor, however, the story simply didn't have the same pull on me that Breaking Bad had (though this is barely a complaint). For Breaking Bad fans, or just fans of shows that explore morally conflicted characters in general, this is worth your time.","Aug 27, 2019",1
/user/id/978183212,4.0,"It was slow at some parts, but genereally very well done. Great actors, Jimmy and Mike are the best. More than a couple climatic moments along the season. Bravo.","Aug 09, 2019",1
/user/id/976840436,5.0,He's on My list of top 10 Series .. It's amazing show with It's unique story and it's completely different from Breaking Bad series,"Jul 30, 2019",1
/user/id/900700244,5.0,"Not only a fascinating prologue to Breaking Bad, but it is its own unique series with interesting characters and fresh storylines.","Jul 27, 2019",1
/user/id/978144575,3.5,this show follows saul from the BB universe but in its first season feels like it struggles to find its place,"Jul 08, 2019",1
/user/id/978124164,4.5,"Better Call Saul is not Breaking Bad, it has its own magic and its interesting.","Jun 24, 2019",1
/user/id/967643644,5.0,"One of the best shows on TV I have seen!!  It's as good as Breaking Bad, which is another one of the best shows.   The character development and likability is really good!!!   Very entertaining show!","Apr 21, 2019",1
/user/id/977801234,4.5,Character development and the story are amazing.,"Feb 17, 2019",1
/user/id/975246097,4.5,"Better Call Saul's characters, writing, and character drama make it a more subtle, and even tragic story than Breaking Bad.","Feb 12, 2019",1
/user/id/974883990,5.0,"So perfect and addicting, even if you haven't seen Breaking Bad, this spin-off takes you to a deep human drama with great performances, directors and screenwriters.","Nov 02, 2018",1
/user/id/977339166,2.0,"Honestly don't waste your time with this show it's so incredibly boring just uninteresting lawyer stuff, sure Saul and Mike are really cool characters but the show has no thrills or plot twists that made breaking bad so awesome to watch, it's a snooze fest","Oct 22, 2018",1
/user/id/977451584,4.0,"Bob Odenkirk is definitely one of the best actors on TV right now, and his performance carries this show with excellence. Rhea Seehorn and Michael McKean are awesome as well, and give Odenkirk good supporting, with the amazing dialogue.","Oct 12, 2018",1
/user/id/977482137,4.5,A prequel and spinoff to one of the greatest television drama only needs to be able to stand on its own two feet in order to be good.  Better Call Saul does more than just that it is a show that stands just as tall as Breaking Bad did its first season.,"Sep 25, 2018",1
/user/id/977473991,5.0,definitive: best spin off ever.,"Sep 14, 2018",1
/user/id/977449040,5.0,"I'm up to date with this, just finished watching S04E04.. Getting REALLY good... But needs to be more, a lot more; more of Ehrmantraut, Fring and maybe even meeting Hank Shrader and the DEA, (As he has already made acquaintance with the local fire dept.); and maybe even bring Walter White in to the picture? I hope to see many more episodes and many more seasons that lead up to the Breaking Bad Series!!! PS: Where is Season 6 of Breaking bad??? Food for thought!!!","Aug 31, 2018",1
/user/id/977440320,5.0,"It's very rare for a prequel to be as great as the original, let alone be better. ""Better Call Saul"" is better than Breaking Bad. There. I said it. If you're not watching this amazing series, you're missing out.","Aug 26, 2018",1
/user/id/977425324,5.0,it is a great season,"Aug 18, 2018",1
/user/id/972789158,5.0,"Excellent prequel and first season to what is very likely the greatest tv series of all time. Season 1 of Better Caul Saul is a brilliant mixture of detailed writing, incredible acting, and thrilling experiences.","Aug 16, 2018",1
/user/id/972835292,5.0,"Probably my most favorite tv show ever, and beyond its obvious humongous qualities, the genius in the writing, the excellence of the cast, the inventiveness of the filming, I'm quite unable to explain why it is my favorite , I just love this show so much !","Aug 14, 2018",1
/user/id/944148775,4.0,"Just as strong as BB's first season, 'Better Call Saul' promises to be another immensely fulfilling ride.","Aug 06, 2018",1
/user/id/975956888,4.5,Better Call Saul reminded me why I haven't given up on modern TV.,"Jul 29, 2018",1
/user/id/977362350,4.0,"Better call saul is an study of how what we wanna do is not always what we are, is to more complex than bb in so many ways tha i can even say that jimmy is so much interesting character than walter in every single way","Jul 15, 2018",1
/user/id/977224259,1.5,"It's a story you want to watch, but unfortunately not worth the effort. Not sure if its bad directing or just poor writing, but it is drawn out, jumps all over the place and goes no where. it is obvious they have no end date and so are just trying to see how long they can drag it out before they catch up to breaking bad. Speaking of which, it is very annoying that they throw in bits to ""remind"" us of things in breaking bad to try and keep people tuned.","Apr 16, 2018",1
/user/id/971264966,4.0,"A great follow-up to Breaking Bad.  It's fun seeing some of the characters again.  The storyline is great.  Much slower than Breaking Bad, but it stands on it's own 2 feet.","Jan 13, 2018",1
/user/id/976968174,5.0,Saul nocks it out of the park with his performance!,"Dec 20, 2017",1
/user/id/976940792,3.5,"Puntaje Original: 7.1

Si quieres ver una serie que no fue necesaria, pero que tiene a uno de los personajes mas queridos de Breaking Bad, y aún así llega a ser entretenida...entonces...¡Mejor llama a Saúl!","Dec 16, 2017",1
/user/id/551848470,4.0,"For the die hard fans of Breaking Bad, the series ending was a crushing blow, and as is the case with the more popular series, few were happy with the way it ended. The fans wouldn't be disappointed for long however, as it was soon announced that fan favorite, Bob Odenkirk, who played shady lawyer Saul Goodman, would be getting his own spin-off and once again Vince Gilligan and the beloved genre he created lived on.

Better Call Saul is not what most of us expected it to be, as we assumed, Saul wouldn't stay where he was after the events of the Breaking Bad finale, and that we'd come to see what's next, but in fact, it's just the opposite. The series begins with a depressed and sentimental Saul, taking a look back at where it all started, back when he was kind of an honest man, who kind of cared about a few people, and went by his real name, James McGill. McGill was a con-artist who was frequently bailed out by his brother (Michael McKean) who was a big time lawyer at a huge firm. It was he who convinced Jimmy to turn his life around and try to follow in his footsteps and that's what he did....kind of.

Lets start with the show, because it is every bit as clever and well written as Breaking Bad was. You might not have the shocking violence, at least not yet, but as with it's predecessor, the show is always three steps ahead of you, it's clever, humorous in that dry kind of way, and it is extremely entertaining.

Also similar to Breaking Bad, you have some great side characters, but one man is the show, and that man is Bob Odenkirk. If you thought he was good on Breaking Bad, you haven't seen anything yet. By the time he was Saul, he was a complete con-man, everything was a joke or a scam, but Jimmy, he hasn't really crossed that line completely, he has his moments, but he still has his humanity and compassion. That internal struggle between doing what's right and doing what he deems is necessary is at the heart of the show, and Bob Odenkirk is the heart and soul of the show.

The bottom line, Better Call Saul is not on the same level as Breaking Bad...YET, but it's headed that way. What did you think of Breaking Bad after twenty episodes? Did you feel the same way as you did after sixty? That's the point, Saul is feeling his oats, building his story and his reputation. As for Vince Gilligan, he learned from his mistakes and I think people are going to catch on and get hooked a lot faster this time around. This show has the same feel to it and things are only going to get bigger and better, so if you're putting off on watching it until you start hearing more hype, that's your choice, but you're missing out on some pretty good stuff.","Jun 14, 2017",1
/user/id/963434071,5.0,"An exceptional and creative series. Interesting characters, creative plots and sub-plots, great acting and writing. I highly recommend it, if you don't mind a show about some pretty seedy and weird people.","Apr 15, 2017",1
/user/id/976258719,5.0,The best TV series ever. Period.,"Apr 12, 2017",1
/user/id/911608184,4.0,"Better Call Saul will make you lose faith in all humanity, it assumes that everyone everywhere is a criminal and predator opportunist since this time unlike in Breaking Bad where it seemed so easy to make money just by hooking up on huge criminal empires making meth, Better Call Saul's main funding comes from scams, frivolous lawsuits and bribery.","Apr 10, 2017",1
/user/id/976244944,1.0,Watching season 1 right now and it's incredibly boring...,"Apr 07, 2017",1
/user/id/868029710,5.0,"An excellent TV show that combines great camera work, strong creative direction, smart dialogue, an interesting plot, and solid acting from Odenkirk. This is a must-watch, even if you haven't seen Breaking Bad.","Apr 01, 2017",1
/user/id/970850365,0.5,This show is awful.  Slow and pandering to base reactions without any credit to the intelligence of the audience.,"Mar 20, 2017",1
/user/id/971825596,4.5,"It definitely manages to make a mark without being dependent in any way to Breaking Bad. The plot is good, and the acting, sublime.","Mar 16, 2017",1
/user/id/976138325,5.0,Is it weird I think this is way better then Breaking Bad,"Mar 07, 2017",1
/user/id/783105400,4.0,"When I first heard that Vince Gilligan was working on Breaking Bad spinoff ""Better Call Saul"", I dismissed it as an oddly-conceived cash grab for AMC. I mean, seriously...a show all about Saul Goodman? Nah, that'll never work...right? But then, something a bit strange happened: All the pre-show reviews/buzz gave it incredibly high marks. It got picked up for a second season before the pilot even aired! All of that being said, I settled in to watch that opening episode with very low expectations. 10 episodes later, I was amazed by the quality of the show and the continued genius of its creators. If only I could figure out what the heck kind of a show it is (or wants to be)!

The basic premise of ""Better Call Saul"" sees Jimmy McGill (Bob Odenkirk), essentially a con-man, trying to make it in public law defense while running schemes on the side. He's got a cramped office (in the back of a salon owned by a number of Asian women), crashes with brother Chuck (Michael McKean), a once-great lawyer who Jimmy reveres, but now has some sort of strange sensitivity to electronics (or is it all just in his head?), and seems to have very little future. He is connected to the law firm managed by Howard Hamlin (Patrick Fabian), primarily through a female friend Kim Wexler (Rhea Seehorn), but doesn't seem to be too well-received around the place. Oh yes, and let's not forget...the ""ticket-taker"" parking lot attendant just happens to be a stone-faced figure named Mike Ehrmantraut (Jonathan Banks).

It's very tough for me to describe a show like ""Better Call Saul"", because to be honest, I've never quite seen a show like it. Whereas some TV shows produce serial episodes (like Breaking Bad did) and others take a more ""plot of the week approach"" (think Person Of Interest in its most basic form), this show manages to do both at the exact same time. Each episode is about something almost completely different than the next...yet there is still tremendous amounts of character growth from beginning to end.

I won't throw in any absurd spoilers here (maybe some minor ones), but when the show begins, it looks to really be skirting off the coattails of Breaking Bad's success. Nacho Varga (Michael Mando) makes a very quick appearance, and just the whole look/feel/vibe of the show screams ""BB nostalgia!"". By the third episode, however, the show turns into Jimmy's quest to change from ""Slippin' Jimmy"" to a respectable lawyer. Just as soon as that has happened, the show takes an abrupt aside to focus on Mike for an entire episode before its back to Jimmy & Co. Towards the end, more time is given to Jimmy's strange relationship with brother Chuck, female friend Kim, and a potentially new career path that could offer him some legitimacy...if he chooses to fully embrace it.

Suffice it to say, this show shifts gears quicker than Slippin' Jimmy himself can concoct another rip-off scheme! I can honestly say I've never seen a show cover so much ground (and diverse ground at that) in the span of just 10 episodes. The plots/scenarios of the show play on a very interesting dynamic: even though the viewers know exactly who/what ""Jimmy"" will become, we tend to forget that while we are watching because the stories/characters are so engrossing. Just when we (as viewers) think we have everything ""figured out"", however, we are always reminded that we know exactly how this Jimmy character is going to turn out. So, the show really taps into two distinct emotional areas: The one where we WANT Jimmy to do something, and the one where we KNOW he is going to do something...the question just being ""when?""

Yet, despite all the praise I have heaped on the show so far, I can't give it the full five stars for this opening campaign for one main reason: I really just don't know what I am watching yet. It's like each episode is a non sequitur. A very entertaining non sequitur, to be sure, but just all over the map in terms of plot from episode to episode. Like I said previously, I've never watched a show like this before...one in which I enjoy it each week but can't quite put my finger on how/why.

Putting things into perspective, though, I actually thought that ""Better Call Saul"" had a more intriguing initial season than its cousin ""Breaking Bad"" (which I felt took a whole season and a half to really find the base of the characters). This show does it in the opening scene of the opening episode...tight from the word ""go"". I enjoyed each and every episode, and will be waiting patiently until the next installment of Jimmy McGill's inevitable journey towards Saul Goodman.","Feb 25, 2017",1
/user/id/976001610,5.0,Love this series. Even paid to watch Season 2 since it wasn't released in the USA yet. Love the casting. Great writing. Perfection!,"Jan 28, 2017",1
/user/id/811737271,2.0,Quelque peu déçu.  Très loin de la qualité de Breaking Bad.  Très peu intéressant pour la saison 1 du moins.,"Jan 10, 2017",1
/user/id/975838398,4.5,Lives up to Breaking bad. With Bob Odenkirk and Jonathan Banks back and better than ever.,"Jan 10, 2017",1
/user/id/970545870,3.5,"Puntaje Original: 7.1

Si quieres ver una serie que no fue necesaria, pero que tiene a uno de los personajes mas queridos de Breaking Bad, y aún así llega a ser entretenida...entonces...¡Mejor llama a Saúl!","Dec 29, 2016",1
/user/id/975857440,4.5,"It too me a while to get into, at first I thought it was second rate compared with Breaking Bad but eventually I was hooked and really enjoyed both series 1 and 2.  Can't wait for the next one","Dec 20, 2016",1
/user/id/905397817,3.0,The old Saul was a complete and wonderful sleazebag. The new Saul is a quirky lawyer with a heart of gold. The only people he cheats are unlikeable ones such as his stuffy employers.  I was mildly disappointed.,"Sep 22, 2016",1
/user/id/974787841,4.5,"Great spin off from Vince Gilligan. I like how they flash back to the early days before Breaking Bad and explain little things. The drama is there, and Saul is stuck in the middle of it.","Aug 31, 2016",1
/user/id/975165720,5.0,Very promissing prequel to Breakin bad,"Aug 10, 2016",1
/user/id/836769439,4.0,This was very heartfelt and quite somber at times. Caused quite a few memories (minus the unethical and unlawful behavior) of starting out in this profession.,"Aug 01, 2016",1
/user/id/974600221,3.0,Bob Odenkirk is great at Saul as seen in breaking bad.  This spinoff will show the mans beginning prior to layering up for Walts Meth adventures.  Where is the action?  It lacks that excitement that breaking bad has.  You feel like something is going to happen but it never really does,"Jun 11, 2016",1
/user/id/973913617,5.0,"Each character is so masterfully done, which is essential in a character-driven show. It's great.","May 21, 2016",1
/user/id/967476938,5.0,How can someone not love this series ?,"Apr 24, 2016",1
/user/id/907413967,5.0,"Better Call Saul is another Vince Gilligan masterpiece that not only expands - but is better than the series that spawned it.  Once again we get perfectly timed shots that capture the most absurd conflicts in the most mundane and ordinary desert.  But this time with more heart than Breaking Bad - expressed by Sauls passion for Kim, Sauls deep relationship with his brother, and Mikes love for his granddaughter and torment over the lost of his son.","Apr 06, 2016",1
/user/id/968240632,3.0,"The first 4 episodes are great! Not as good as Breaking Bad, (obviously!) but still really good! Then the next 6 episodes SUCKED! They were boring, and barely even about Saul/Jimmy. Overall a very disappointing first season, but very well made, with great cinematography, and the performances are good to.","Apr 06, 2016",1
/user/id/974002012,1.0,I loved Breaking Bad. This show drags on about nothing. Tonight the first FIVE MINUTES showed us nothing but trucks passing through an inspection point. Should have been done in 30 seconds.  THIS IS SOOO SLOW IT IS KILLING ME!  Please speed it up by 10X,"Apr 04, 2016",1
/user/id/959192197,4.5,"Even though we know already where life and events will bring Saul Goodman, the show is exciting and has something to tell. The beginning is undenaibly slow paced, however Saul is so likeable also as a penniless lawyer (plus we are already fond of him) that the issue goes almost unnoticed. Techincally speaking the show is top-notch.

Better Call Saul makes you want to know more about this man standing on the line between legal and criminal. It makes you care about how Jimmy McGill became Saul Goodman.That is its true value.","Mar 15, 2016",1
/user/id/973659513,4.0,"The first episodes are very dynamic, and present well the characters. At the moment you think it's going to be Breaking Bad all over again, this show suprises you, and develops its real identity. The actors are definitely carrying the show on their shoulder !","Mar 12, 2016",1
